event_name,genre,location,review,category,sentiment,year
Indian Super League Final Mumbai,Fashion,Goa,The venue was perfect and the staff was very helpful.,Content Quality,Positive,2019
Indian Super League Final Mumbai,Comedy,Pune,"Decent experience, but not worth the hype.",Content Quality,Neutral,2022
Indian Super League Final Mumbai,Theatre,Goa,Poor sound quality and bad management.,Content Quality,Negative,2021
Indian Super League Final Mumbai,Comedy,Ahmedabad,"Stellar show, exceeded expectations!",Venue & Facilities,Positive,2019
Indian Super League Final Mumbai,Music,Bangalore,"Mixed feelings, some good moments.",Venue & Facilities,Neutral,2019
Indian Super League Final Mumbai,Comedy,Ahmedabad,The venue was too crowded and uncomfortable.,Venue & Facilities,Negative,2020
Indian Super League Final Mumbai,Music,Goa,Amazing performance and great energy!,Staff & Service,Positive,2019
Indian Super League Final Mumbai,Comedy,Kolkata,"Average event, could be better.",Staff & Service,Neutral,2022
Indian Super League Final Mumbai,Fashion,Goa,The performances were underwhelming.,Staff & Service,Negative,2021
Indian Super League Final Mumbai,Fashion,Bangalore,The venue was perfect and the staff was very helpful.,Value for Money,Positive,2020
Indian Super League Final Mumbai,Comedy,Bangalore,"The performances were good, but the venue was cramped.",Value for Money,Neutral,2020
Indian Super League Final Mumbai,Music,Goa,The venue was too crowded and uncomfortable.,Value for Money,Negative,2020
Indian Super League Final Delhi,Music,Jaipur,A night to remember!,Content Quality,Positive,2020
Indian Super League Final Delhi,Theatre,Chennai,"Decent experience, but not worth the hype.",Content Quality,Neutral,2022
Indian Super League Final Delhi,Fashion,Delhi,The venue was too crowded and uncomfortable.,Content Quality,Negative,2023
Indian Super League Final Delhi,Fashion,Chennai,"Stellar show, exceeded expectations!",Venue & Facilities,Positive,2021
Indian Super League Final Delhi,Comedy,Mumbai,It was decent but nothing extraordinary.,Venue & Facilities,Neutral,2020
Indian Super League Final Delhi,Sports,Kolkata,The staff was rude and unhelpful.,Venue & Facilities,Negative,2019
Indian Super League Final Delhi,Sports,Bangalore,"Stellar show, exceeded expectations!",Staff & Service,Positive,2023
Indian Super League Final Delhi,Comedy,Mumbai,"Mixed feelings, some good moments.",Staff & Service,Neutral,2021
Indian Super League Final Delhi,Sports,Delhi,Crowd management was terrible.,Staff & Service,Negative,2022
Indian Super League Final Delhi,Sports,Bangalore,"Loved the experience, highly recommended!",Value for Money,Positive,2019
Indian Super League Final Delhi,Comedy,Bangalore,Okayish experience overall.,Value for Money,Neutral,2019
Indian Super League Final Delhi,Sports,Hyderabad,The event was a complete letdown.,Value for Money,Negative,2019
Indian Super League Final Kolkata,Theatre,Hyderabad,The artists were phenomenal!,Content Quality,Positive,2020
Indian Super League Final Kolkata,Sports,Pune,"The event was alright, but not exceptional.",Content Quality,Neutral,2023
Indian Super League Final Kolkata,Comedy,Delhi,The staff was rude and unhelpful.,Content Quality,Negative,2023
Indian Super League Final Kolkata,Theatre,Hyderabad,A night to remember!,Venue & Facilities,Positive,2021
Indian Super League Final Kolkata,Music,Pune,"The performances were good, but the venue was cramped.",Venue & Facilities,Neutral,2023
Indian Super League Final Kolkata,Music,Kolkata,The performances were underwhelming.,Venue & Facilities,Negative,2023
Indian Super League Final Kolkata,Fashion,Mumbai,The venue was perfect and the staff was very helpful.,Staff & Service,Positive,2022
Indian Super League Final Kolkata,Theatre,Pune,"Average event, could be better.",Staff & Service,Neutral,2023
Indian Super League Final Kolkata,Music,Jaipur,The venue was too crowded and uncomfortable.,Staff & Service,Negative,2023
Indian Super League Final Kolkata,Comedy,Pune,"Stellar show, exceeded expectations!",Value for Money,Positive,2023
Indian Super League Final Kolkata,Music,Ahmedabad,Had fun but a few things could be improved.,Value for Money,Neutral,2021
Indian Super League Final Kolkata,Theatre,Chennai,The event was a complete letdown.,Value for Money,Negative,2023
Prateek Kuhad Live Mumbai,Theatre,Goa,"Stellar show, exceeded expectations!",Content Quality,Positive,2022
Prateek Kuhad Live Mumbai,Theatre,Delhi,"The performances were good, but the venue was cramped.",Content Quality,Neutral,2019
Prateek Kuhad Live Mumbai,Comedy,Kolkata,The staff was rude and unhelpful.,Content Quality,Negative,2023
Prateek Kuhad Live Mumbai,Fashion,Goa,The event was well-organized and enjoyable.,Venue & Facilities,Positive,2021
Prateek Kuhad Live Mumbai,Fashion,Ahmedabad,It was decent but nothing extraordinary.,Venue & Facilities,Neutral,2020
Prateek Kuhad Live Mumbai,Sports,Hyderabad,The performances were underwhelming.,Venue & Facilities,Negative,2021
Prateek Kuhad Live Mumbai,Sports,Jaipur,The event was well-organized and enjoyable.,Staff & Service,Positive,2021
Prateek Kuhad Live Mumbai,Fashion,Goa,Okayish experience overall.,Staff & Service,Neutral,2023
Prateek Kuhad Live Mumbai,Comedy,Delhi,Expected better performances.,Staff & Service,Negative,2021
Prateek Kuhad Live Mumbai,Fashion,Jaipur,Fantastic vibe and great organization!,Value for Money,Positive,2021
Prateek Kuhad Live Mumbai,Music,Chennai,It was decent but nothing extraordinary.,Value for Money,Neutral,2022
Prateek Kuhad Live Mumbai,Theatre,Goa,Poor sound quality and bad management.,Value for Money,Negative,2023
Prateek Kuhad Live Delhi,Fashion,Jaipur,Absolutely magical experience!,Content Quality,Positive,2021
Prateek Kuhad Live Delhi,Music,Jaipur,Could have been better organized.,Content Quality,Neutral,2020
Prateek Kuhad Live Delhi,Theatre,Mumbai,Crowd management was terrible.,Content Quality,Negative,2023
Prateek Kuhad Live Delhi,Sports,Jaipur,"Loved the experience, highly recommended!",Venue & Facilities,Positive,2023
Prateek Kuhad Live Delhi,Music,Mumbai,"Average event, could be better.",Venue & Facilities,Neutral,2021
Prateek Kuhad Live Delhi,Theatre,Mumbai,I would not recommend this event to anyone.,Venue & Facilities,Negative,2022
Prateek Kuhad Live Delhi,Fashion,Ahmedabad,Absolutely magical experience!,Staff & Service,Positive,2021
Prateek Kuhad Live Delhi,Music,Pune,"It was okay, but I expected more.",Staff & Service,Neutral,2023
Prateek Kuhad Live Delhi,Fashion,Chennai,The event was a complete letdown.,Staff & Service,Negative,2020
Prateek Kuhad Live Delhi,Theatre,Kolkata,The artists were phenomenal!,Value for Money,Positive,2022
Prateek Kuhad Live Delhi,Fashion,Kolkata,Could have been better organized.,Value for Money,Neutral,2020
Prateek Kuhad Live Delhi,Fashion,Kolkata,Not worth the money spent.,Value for Money,Negative,2023
Prateek Kuhad Live Pune,Fashion,Kolkata,"Loved the experience, highly recommended!",Content Quality,Positive,2020
Prateek Kuhad Live Pune,Music,Goa,Had fun but a few things could be improved.,Content Quality,Neutral,2021
Prateek Kuhad Live Pune,Fashion,Goa,The staff was rude and unhelpful.,Content Quality,Negative,2023
Prateek Kuhad Live Pune,Fashion,Pune,Amazing performance and great energy!,Venue & Facilities,Positive,2019
Prateek Kuhad Live Pune,Theatre,Bangalore,Okayish experience overall.,Venue & Facilities,Neutral,2020
Prateek Kuhad Live Pune,Comedy,Goa,The venue was too crowded and uncomfortable.,Venue & Facilities,Negative,2022
Prateek Kuhad Live Pune,Music,Mumbai,"Loved the experience, highly recommended!",Staff & Service,Positive,2020
Prateek Kuhad Live Pune,Fashion,Goa,"Decent experience, but not worth the hype.",Staff & Service,Neutral,2020
Prateek Kuhad Live Pune,Fashion,Bangalore,Not worth the money spent.,Staff & Service,Negative,2022
Prateek Kuhad Live Pune,Music,Bangalore,The event was well-organized and enjoyable.,Value for Money,Positive,2021
Prateek Kuhad Live Pune,Theatre,Kolkata,It was decent but nothing extraordinary.,Value for Money,Neutral,2021
Prateek Kuhad Live Pune,Theatre,Pune,Expected better performances.,Value for Money,Negative,2021
Badshah Concert Mumbai,Theatre,Jaipur,"Stellar show, exceeded expectations!",Content Quality,Positive,2023
Badshah Concert Mumbai,Music,Goa,Could have been better organized.,Content Quality,Neutral,2019
Badshah Concert Mumbai,Sports,Kolkata,I would not recommend this event to anyone.,Content Quality,Negative,2021
Badshah Concert Mumbai,Music,Jaipur,The venue was perfect and the staff was very helpful.,Venue & Facilities,Positive,2020
Badshah Concert Mumbai,Theatre,Goa,It was decent but nothing extraordinary.,Venue & Facilities,Neutral,2023
Badshah Concert Mumbai,Music,Hyderabad,Expected better performances.,Venue & Facilities,Negative,2019
Badshah Concert Mumbai,Fashion,Chennai,"Great value for money, would attend again!",Staff & Service,Positive,2020
Badshah Concert Mumbai,Theatre,Mumbai,"Mixed feelings, some good moments.",Staff & Service,Neutral,2021
Badshah Concert Mumbai,Comedy,Ahmedabad,Disappointed with the organization.,Staff & Service,Negative,2022
Badshah Concert Mumbai,Music,Goa,"Great value for money, would attend again!",Value for Money,Positive,2023
Badshah Concert Mumbai,Theatre,Mumbai,"Decent experience, but not worth the hype.",Value for Money,Neutral,2023
Badshah Concert Mumbai,Comedy,Kolkata,The venue was too crowded and uncomfortable.,Value for Money,Negative,2022
Badshah Concert Delhi,Music,Ahmedabad,The venue was perfect and the staff was very helpful.,Content Quality,Positive,2023
Badshah Concert Delhi,Music,Ahmedabad,"It was okay, but I expected more.",Content Quality,Neutral,2020
Badshah Concert Delhi,Sports,Hyderabad,The staff was rude and unhelpful.,Content Quality,Negative,2020
Badshah Concert Delhi,Sports,Goa,A night to remember!,Venue & Facilities,Positive,2019
Badshah Concert Delhi,Theatre,Chennai,"It was okay, but I expected more.",Venue & Facilities,Neutral,2019
Badshah Concert Delhi,Comedy,Pune,The staff was rude and unhelpful.,Venue & Facilities,Negative,2019
Badshah Concert Delhi,Music,Bangalore,Fantastic vibe and great organization!,Staff & Service,Positive,2023
Badshah Concert Delhi,Comedy,Delhi,It was decent but nothing extraordinary.,Staff & Service,Neutral,2022
Badshah Concert Delhi,Comedy,Jaipur,The venue was too crowded and uncomfortable.,Staff & Service,Negative,2020
Badshah Concert Delhi,Music,Bangalore,A night to remember!,Value for Money,Positive,2023
Badshah Concert Delhi,Music,Goa,"Average event, could be better.",Value for Money,Neutral,2023
Badshah Concert Delhi,Theatre,Kolkata,The event was a complete letdown.,Value for Money,Negative,2023
Badshah Concert Bangalore,Comedy,Delhi,A night to remember!,Content Quality,Positive,2022
Badshah Concert Bangalore,Sports,Goa,It was decent but nothing extraordinary.,Content Quality,Neutral,2019
Badshah Concert Bangalore,Theatre,Bangalore,I would not recommend this event to anyone.,Content Quality,Negative,2023
Badshah Concert Bangalore,Sports,Kolkata,A night to remember!,Venue & Facilities,Positive,2022
Badshah Concert Bangalore,Theatre,Hyderabad,It was decent but nothing extraordinary.,Venue & Facilities,Neutral,2020
Badshah Concert Bangalore,Fashion,Hyderabad,The performances were underwhelming.,Venue & Facilities,Negative,2019
Badshah Concert Bangalore,Fashion,Ahmedabad,"Loved the experience, highly recommended!",Staff & Service,Positive,2023
Badshah Concert Bangalore,Music,Pune,"Average event, could be better.",Staff & Service,Neutral,2021
Badshah Concert Bangalore,Comedy,Ahmedabad,Not worth the money spent.,Staff & Service,Negative,2022
Badshah Concert Bangalore,Comedy,Kolkata,The event was well-organized and enjoyable.,Value for Money,Positive,2022
Badshah Concert Bangalore,Music,Hyderabad,"It was okay, but I expected more.",Value for Money,Neutral,2022
Badshah Concert Bangalore,Fashion,Chennai,The venue was too crowded and uncomfortable.,Value for Money,Negative,2023
Neha Kakkar Live Mumbai,Sports,Ahmedabad,"Loved the experience, highly recommended!",Content Quality,Positive,2019
Neha Kakkar Live Mumbai,Sports,Goa,"The event was alright, but not exceptional.",Content Quality,Neutral,2023
Neha Kakkar Live Mumbai,Theatre,Delhi,The event was a complete letdown.,Content Quality,Negative,2020
Neha Kakkar Live Mumbai,Music,Delhi,"Loved the experience, highly recommended!",Venue & Facilities,Positive,2022
Neha Kakkar Live Mumbai,Sports,Kolkata,Could have been better organized.,Venue & Facilities,Neutral,2023
Neha Kakkar Live Mumbai,Theatre,Chennai,I would not recommend this event to anyone.,Venue & Facilities,Negative,2021
Neha Kakkar Live Mumbai,Fashion,Jaipur,The venue was perfect and the staff was very helpful.,Staff & Service,Positive,2022
Neha Kakkar Live Mumbai,Sports,Bangalore,It was decent but nothing extraordinary.,Staff & Service,Neutral,2019
Neha Kakkar Live Mumbai,Comedy,Jaipur,The staff was rude and unhelpful.,Staff & Service,Negative,2022
Neha Kakkar Live Mumbai,Sports,Hyderabad,A night to remember!,Value for Money,Positive,2021
Neha Kakkar Live Mumbai,Sports,Kolkata,Had fun but a few things could be improved.,Value for Money,Neutral,2021
Neha Kakkar Live Mumbai,Comedy,Jaipur,The event was a complete letdown.,Value for Money,Negative,2021
Neha Kakkar Live Delhi,Fashion,Delhi,The event was well-organized and enjoyable.,Content Quality,Positive,2021
Neha Kakkar Live Delhi,Sports,Goa,"It was okay, but I expected more.",Content Quality,Neutral,2019
Neha Kakkar Live Delhi,Theatre,Jaipur,Poor sound quality and bad management.,Content Quality,Negative,2022
Neha Kakkar Live Delhi,Fashion,Goa,A night to remember!,Venue & Facilities,Positive,2021
Neha Kakkar Live Delhi,Comedy,Kolkata,"The event was alright, but not exceptional.",Venue & Facilities,Neutral,2019
Neha Kakkar Live Delhi,Theatre,Ahmedabad,Disappointed with the organization.,Venue & Facilities,Negative,2022
Neha Kakkar Live Delhi,Music,Jaipur,The event was well-organized and enjoyable.,Staff & Service,Positive,2022
Neha Kakkar Live Delhi,Music,Jaipur,Okayish experience overall.,Staff & Service,Neutral,2021
Neha Kakkar Live Delhi,Comedy,Bangalore,Not worth the money spent.,Staff & Service,Negative,2020
Neha Kakkar Live Delhi,Fashion,Kolkata,Fantastic vibe and great organization!,Value for Money,Positive,2022
Neha Kakkar Live Delhi,Comedy,Goa,Could have been better organized.,Value for Money,Neutral,2022
Neha Kakkar Live Delhi,Fashion,Ahmedabad,The event was a complete letdown.,Value for Money,Negative,2023
Neha Kakkar Live Kolkata,Comedy,Delhi,Fantastic vibe and great organization!,Content Quality,Positive,2021
Neha Kakkar Live Kolkata,Comedy,Ahmedabad,"The event was alright, but not exceptional.",Content Quality,Neutral,2022
Neha Kakkar Live Kolkata,Sports,Hyderabad,Disappointed with the organization.,Content Quality,Negative,2019
Neha Kakkar Live Kolkata,Music,Jaipur,The venue was perfect and the staff was very helpful.,Venue & Facilities,Positive,2020
Neha Kakkar Live Kolkata,Music,Mumbai,"Average event, could be better.",Venue & Facilities,Neutral,2021
Neha Kakkar Live Kolkata,Comedy,Pune,Expected better performances.,Venue & Facilities,Negative,2021
Neha Kakkar Live Kolkata,Comedy,Pune,"Stellar show, exceeded expectations!",Staff & Service,Positive,2023
Neha Kakkar Live Kolkata,Fashion,Ahmedabad,"The performances were good, but the venue was cramped.",Staff & Service,Neutral,2023
Neha Kakkar Live Kolkata,Music,Ahmedabad,Poor sound quality and bad management.,Staff & Service,Negative,2019
Neha Kakkar Live Kolkata,Music,Pune,Amazing performance and great energy!,Value for Money,Positive,2021
Neha Kakkar Live Kolkata,Music,Ahmedabad,"Mixed feelings, some good moments.",Value for Money,Neutral,2023
Neha Kakkar Live Kolkata,Music,Goa,The venue was too crowded and uncomfortable.,Value for Money,Negative,2020
Yo Yo Honey Singh Comeback Show Mumbai,Comedy,Ahmedabad,Fantastic vibe and great organization!,Content Quality,Positive,2020
Yo Yo Honey Singh Comeback Show Mumbai,Theatre,Goa,"The event was alright, but not exceptional.",Content Quality,Neutral,2021
Yo Yo Honey Singh Comeback Show Mumbai,Music,Bangalore,Crowd management was terrible.,Content Quality,Negative,2022
Yo Yo Honey Singh Comeback Show Mumbai,Comedy,Chennai,Absolutely magical experience!,Venue & Facilities,Positive,2020
Yo Yo Honey Singh Comeback Show Mumbai,Fashion,Pune,Could have been better organized.,Venue & Facilities,Neutral,2021
Yo Yo Honey Singh Comeback Show Mumbai,Comedy,Bangalore,The staff was rude and unhelpful.,Venue & Facilities,Negative,2023
Yo Yo Honey Singh Comeback Show Mumbai,Music,Delhi,"Stellar show, exceeded expectations!",Staff & Service,Positive,2020
Yo Yo Honey Singh Comeback Show Mumbai,Sports,Delhi,Could have been better organized.,Staff & Service,Neutral,2020
Yo Yo Honey Singh Comeback Show Mumbai,Comedy,Ahmedabad,The performances were underwhelming.,Staff & Service,Negative,2020
Yo Yo Honey Singh Comeback Show Mumbai,Theatre,Chennai,"Great value for money, would attend again!",Value for Money,Positive,2023
Yo Yo Honey Singh Comeback Show Mumbai,Fashion,Chennai,It was decent but nothing extraordinary.,Value for Money,Neutral,2020
Yo Yo Honey Singh Comeback Show Mumbai,Sports,Kolkata,The venue was too crowded and uncomfortable.,Value for Money,Negative,2019
Yo Yo Honey Singh Comeback Show Delhi,Fashion,Mumbai,Fantastic vibe and great organization!,Content Quality,Positive,2022
Yo Yo Honey Singh Comeback Show Delhi,Fashion,Kolkata,"Mixed feelings, some good moments.",Content Quality,Neutral,2023
Yo Yo Honey Singh Comeback Show Delhi,Comedy,Pune,Crowd management was terrible.,Content Quality,Negative,2019
Yo Yo Honey Singh Comeback Show Delhi,Theatre,Delhi,"Great value for money, would attend again!",Venue & Facilities,Positive,2021
Yo Yo Honey Singh Comeback Show Delhi,Comedy,Goa,Okayish experience overall.,Venue & Facilities,Neutral,2022
Yo Yo Honey Singh Comeback Show Delhi,Sports,Chennai,The staff was rude and unhelpful.,Venue & Facilities,Negative,2020
Yo Yo Honey Singh Comeback Show Delhi,Sports,Hyderabad,"Great value for money, would attend again!",Staff & Service,Positive,2020
Yo Yo Honey Singh Comeback Show Delhi,Fashion,Kolkata,Could have been better organized.,Staff & Service,Neutral,2021
Yo Yo Honey Singh Comeback Show Delhi,Fashion,Delhi,Expected better performances.,Staff & Service,Negative,2021
Yo Yo Honey Singh Comeback Show Delhi,Comedy,Kolkata,The venue was perfect and the staff was very helpful.,Value for Money,Positive,2019
Yo Yo Honey Singh Comeback Show Delhi,Music,Delhi,Could have been better organized.,Value for Money,Neutral,2020
Yo Yo Honey Singh Comeback Show Delhi,Music,Mumbai,The event was a complete letdown.,Value for Money,Negative,2022
Yo Yo Honey Singh Comeback Show Bangalore,Fashion,Chennai,"Great value for money, would attend again!",Content Quality,Positive,2020
Yo Yo Honey Singh Comeback Show Bangalore,Comedy,Hyderabad,Could have been better organized.,Content Quality,Neutral,2019
Yo Yo Honey Singh Comeback Show Bangalore,Theatre,Hyderabad,I would not recommend this event to anyone.,Content Quality,Negative,2022
Yo Yo Honey Singh Comeback Show Bangalore,Music,Mumbai,Amazing performance and great energy!,Venue & Facilities,Positive,2023
Yo Yo Honey Singh Comeback Show Bangalore,Comedy,Pune,Okayish experience overall.,Venue & Facilities,Neutral,2019
Yo Yo Honey Singh Comeback Show Bangalore,Sports,Jaipur,Not worth the money spent.,Venue & Facilities,Negative,2019
Yo Yo Honey Singh Comeback Show Bangalore,Sports,Delhi,"Great value for money, would attend again!",Staff & Service,Positive,2020
Yo Yo Honey Singh Comeback Show Bangalore,Music,Pune,Could have been better organized.,Staff & Service,Neutral,2022
Yo Yo Honey Singh Comeback Show Bangalore,Theatre,Pune,I would not recommend this event to anyone.,Staff & Service,Negative,2019
Yo Yo Honey Singh Comeback Show Bangalore,Fashion,Pune,Absolutely magical experience!,Value for Money,Positive,2021
Yo Yo Honey Singh Comeback Show Bangalore,Sports,Jaipur,Had fun but a few things could be improved.,Value for Money,Neutral,2022
Yo Yo Honey Singh Comeback Show Bangalore,Music,Bangalore,The performances were underwhelming.,Value for Money,Negative,2022
Bhuvan Bam Live Mumbai,Fashion,Jaipur,Absolutely magical experience!,Content Quality,Positive,2023
Bhuvan Bam Live Mumbai,Theatre,Jaipur,"Average event, could be better.",Content Quality,Neutral,2020
Bhuvan Bam Live Mumbai,Theatre,Jaipur,The event was a complete letdown.,Content Quality,Negative,2020
Bhuvan Bam Live Mumbai,Music,Hyderabad,A night to remember!,Venue & Facilities,Positive,2019
Bhuvan Bam Live Mumbai,Fashion,Hyderabad,"Mixed feelings, some good moments.",Venue & Facilities,Neutral,2021
Bhuvan Bam Live Mumbai,Fashion,Ahmedabad,Expected better performances.,Venue & Facilities,Negative,2021
Bhuvan Bam Live Mumbai,Comedy,Delhi,The venue was perfect and the staff was very helpful.,Staff & Service,Positive,2020
Bhuvan Bam Live Mumbai,Theatre,Ahmedabad,Had fun but a few things could be improved.,Staff & Service,Neutral,2023
Bhuvan Bam Live Mumbai,Sports,Hyderabad,Not worth the money spent.,Staff & Service,Negative,2021
Bhuvan Bam Live Mumbai,Fashion,Hyderabad,The event was well-organized and enjoyable.,Value for Money,Positive,2019
Bhuvan Bam Live Mumbai,Music,Jaipur,It was decent but nothing extraordinary.,Value for Money,Neutral,2022
Bhuvan Bam Live Mumbai,Comedy,Hyderabad,The event was a complete letdown.,Value for Money,Negative,2023
Bhuvan Bam Live Delhi,Comedy,Kolkata,The venue was perfect and the staff was very helpful.,Content Quality,Positive,2023
Bhuvan Bam Live Delhi,Theatre,Chennai,"It was okay, but I expected more.",Content Quality,Neutral,2021
Bhuvan Bam Live Delhi,Fashion,Ahmedabad,The performances were underwhelming.,Content Quality,Negative,2022
Bhuvan Bam Live Delhi,Music,Mumbai,The event was well-organized and enjoyable.,Venue & Facilities,Positive,2019
Bhuvan Bam Live Delhi,Fashion,Pune,"The performances were good, but the venue was cramped.",Venue & Facilities,Neutral,2019
Bhuvan Bam Live Delhi,Fashion,Bangalore,The event was a complete letdown.,Venue & Facilities,Negative,2020
Bhuvan Bam Live Delhi,Music,Mumbai,"Great value for money, would attend again!",Staff & Service,Positive,2020
Bhuvan Bam Live Delhi,Theatre,Kolkata,Okayish experience overall.,Staff & Service,Neutral,2021
Bhuvan Bam Live Delhi,Comedy,Chennai,Not worth the money spent.,Staff & Service,Negative,2019
Bhuvan Bam Live Delhi,Fashion,Chennai,Absolutely magical experience!,Value for Money,Positive,2022
Bhuvan Bam Live Delhi,Music,Ahmedabad,It was decent but nothing extraordinary.,Value for Money,Neutral,2019
Bhuvan Bam Live Delhi,Music,Mumbai,I would not recommend this event to anyone.,Value for Money,Negative,2020
Bhuvan Bam Live Pune,Sports,Pune,"Stellar show, exceeded expectations!",Content Quality,Positive,2019
Bhuvan Bam Live Pune,Fashion,Ahmedabad,"Average event, could be better.",Content Quality,Neutral,2019
Bhuvan Bam Live Pune,Comedy,Kolkata,Expected better performances.,Content Quality,Negative,2020
Bhuvan Bam Live Pune,Comedy,Mumbai,The event was well-organized and enjoyable.,Venue & Facilities,Positive,2021
Bhuvan Bam Live Pune,Sports,Kolkata,"The performances were good, but the venue was cramped.",Venue & Facilities,Neutral,2023
Bhuvan Bam Live Pune,Theatre,Ahmedabad,Expected better performances.,Venue & Facilities,Negative,2019
Bhuvan Bam Live Pune,Theatre,Jaipur,A night to remember!,Staff & Service,Positive,2022
Bhuvan Bam Live Pune,Theatre,Chennai,"The performances were good, but the venue was cramped.",Staff & Service,Neutral,2020
Bhuvan Bam Live Pune,Sports,Pune,Crowd management was terrible.,Staff & Service,Negative,2020
Bhuvan Bam Live Pune,Sports,Kolkata,Fantastic vibe and great organization!,Value for Money,Positive,2023
Bhuvan Bam Live Pune,Fashion,Mumbai,It was decent but nothing extraordinary.,Value for Money,Neutral,2023
Bhuvan Bam Live Pune,Sports,Mumbai,The event was a complete letdown.,Value for Money,Negative,2021
Rahul Subramanian Standup Mumbai,Comedy,Hyderabad,The artists were phenomenal!,Content Quality,Positive,2019
Rahul Subramanian Standup Mumbai,Theatre,Jaipur,"The performances were good, but the venue was cramped.",Content Quality,Neutral,2022
Rahul Subramanian Standup Mumbai,Comedy,Bangalore,Crowd management was terrible.,Content Quality,Negative,2022
Rahul Subramanian Standup Mumbai,Music,Jaipur,"Great value for money, would attend again!",Venue & Facilities,Positive,2021
Rahul Subramanian Standup Mumbai,Fashion,Pune,"Decent experience, but not worth the hype.",Venue & Facilities,Neutral,2020
Rahul Subramanian Standup Mumbai,Music,Jaipur,Expected better performances.,Venue & Facilities,Negative,2020
Rahul Subramanian Standup Mumbai,Theatre,Goa,"Great value for money, would attend again!",Staff & Service,Positive,2022
Rahul Subramanian Standup Mumbai,Comedy,Jaipur,"The performances were good, but the venue was cramped.",Staff & Service,Neutral,2022
Rahul Subramanian Standup Mumbai,Theatre,Hyderabad,I would not recommend this event to anyone.,Staff & Service,Negative,2023
Rahul Subramanian Standup Mumbai,Music,Chennai,The venue was perfect and the staff was very helpful.,Value for Money,Positive,2021
Rahul Subramanian Standup Mumbai,Theatre,Chennai,"The performances were good, but the venue was cramped.",Value for Money,Neutral,2021
Rahul Subramanian Standup Mumbai,Theatre,Jaipur,Expected better performances.,Value for Money,Negative,2020
Rahul Subramanian Standup Delhi,Music,Chennai,The venue was perfect and the staff was very helpful.,Content Quality,Positive,2022
Rahul Subramanian Standup Delhi,Comedy,Goa,"The performances were good, but the venue was cramped.",Content Quality,Neutral,2023
Rahul Subramanian Standup Delhi,Music,Delhi,Disappointed with the organization.,Content Quality,Negative,2021
Rahul Subramanian Standup Delhi,Sports,Kolkata,Absolutely magical experience!,Venue & Facilities,Positive,2019
Rahul Subramanian Standup Delhi,Comedy,Jaipur,Okayish experience overall.,Venue & Facilities,Neutral,2022
Rahul Subramanian Standup Delhi,Comedy,Mumbai,Not worth the money spent.,Venue & Facilities,Negative,2019
Rahul Subramanian Standup Delhi,Comedy,Kolkata,A night to remember!,Staff & Service,Positive,2019
Rahul Subramanian Standup Delhi,Sports,Ahmedabad,"The event was alright, but not exceptional.",Staff & Service,Neutral,2019
Rahul Subramanian Standup Delhi,Music,Kolkata,Poor sound quality and bad management.,Staff & Service,Negative,2019
Rahul Subramanian Standup Delhi,Music,Kolkata,A night to remember!,Value for Money,Positive,2020
Rahul Subramanian Standup Delhi,Comedy,Pune,It was decent but nothing extraordinary.,Value for Money,Neutral,2019
Rahul Subramanian Standup Delhi,Fashion,Ahmedabad,The staff was rude and unhelpful.,Value for Money,Negative,2021
Rahul Subramanian Standup Bangalore,Theatre,Pune,"Stellar show, exceeded expectations!",Content Quality,Positive,2020
Rahul Subramanian Standup Bangalore,Comedy,Jaipur,Okayish experience overall.,Content Quality,Neutral,2021
Rahul Subramanian Standup Bangalore,Sports,Goa,The venue was too crowded and uncomfortable.,Content Quality,Negative,2021
Rahul Subramanian Standup Bangalore,Sports,Delhi,Fantastic vibe and great organization!,Venue & Facilities,Positive,2019
Rahul Subramanian Standup Bangalore,Theatre,Delhi,"Average event, could be better.",Venue & Facilities,Neutral,2021
Rahul Subramanian Standup Bangalore,Music,Jaipur,The venue was too crowded and uncomfortable.,Venue & Facilities,Negative,2023
Rahul Subramanian Standup Bangalore,Comedy,Bangalore,Amazing performance and great energy!,Staff & Service,Positive,2019
Rahul Subramanian Standup Bangalore,Fashion,Hyderabad,"Mixed feelings, some good moments.",Staff & Service,Neutral,2020
Rahul Subramanian Standup Bangalore,Music,Ahmedabad,I would not recommend this event to anyone.,Staff & Service,Negative,2023
Rahul Subramanian Standup Bangalore,Comedy,Delhi,"Stellar show, exceeded expectations!",Value for Money,Positive,2020
Rahul Subramanian Standup Bangalore,Fashion,Mumbai,Could have been better organized.,Value for Money,Neutral,2023
Rahul Subramanian Standup Bangalore,Music,Hyderabad,The venue was too crowded and uncomfortable.,Value for Money,Negative,2020
Amit Tandon Standup Mumbai,Fashion,Kolkata,"Stellar show, exceeded expectations!",Content Quality,Positive,2020
Amit Tandon Standup Mumbai,Theatre,Mumbai,"Decent experience, but not worth the hype.",Content Quality,Neutral,2022
Amit Tandon Standup Mumbai,Sports,Chennai,I would not recommend this event to anyone.,Content Quality,Negative,2021
Amit Tandon Standup Mumbai,Music,Mumbai,Absolutely magical experience!,Venue & Facilities,Positive,2023
Amit Tandon Standup Mumbai,Music,Ahmedabad,Okayish experience overall.,Venue & Facilities,Neutral,2019
Amit Tandon Standup Mumbai,Comedy,Bangalore,Crowd management was terrible.,Venue & Facilities,Negative,2023
Amit Tandon Standup Mumbai,Fashion,Goa,The event was well-organized and enjoyable.,Staff & Service,Positive,2020
